excel_row,Thread ID,Reply #,Author,Date,Comment,Highlighted Text,Context,Char Position
74,6a33fbbb34ed05fee4df66c5,0,jason.blocklove,"18 June, 7:07 am",You need to define this extremely clearly since it's a main factor of your work. You address it like knowing about MXFP4 should be common knowledge,MXFP4,"This specific replacement technique targeting the growing KV caches of each internal macro block of a whole layer structure does make the memory usage a lot more efficient than without~\cite{b10}. However, traditional implementations utilizing high-precision data formats such as FP32 will quickly saturate the limited memory on these kinds of FPGAs~\cite{b10}. When these state matrices start to exceed the local capacity, the hardware must go on to use external bandwidth memory. To break this memory wall and improve efficiency of current integer standards, we implement a 4-bit MXFP4 datapath onto a Xilinx Alveo U55C accelerator to create an efficient connection between the local memory and external memory~\cite{b5}. This can be done by treating the URAM and BRAM as the permanent execution area for those compressed $S$ matrices and reserving the high bandwidth memory (HBM) for the growing KV caches of the full attention layers.",7359
75,6a33fc586572004fe08a8fb7,0,jason.blocklove,"18 June, 7:10 am",This is a really good way to end the introduction. It explains your contribution concisely and clearly,This paper introduces a new data packaging optimization method that can break through the modern memory wall and unlock higher potential of hybrid linear attention architectures on high-end FPGA fabric~\cite{b5}.,"To recap the main discussion points made before, the primary objective of this research is to maximize the use of low-latency on-chip memory resources that maintains the precision needed for long context models. By mapping 4-bit MXFP4 multipliers directly onto the LUT resources of the FPGAs, parallel computation is achieved~\cite{b12}. This paper introduces a new data packaging optimization method that can break through the modern memory wall and unlock higher potential of hybrid linear attention architectures on high-end FPGA fabric~\cite{b5}.",8981
76,6a33fcab87496cf05d0b1f19,0,jason.blocklove,"18 June, 7:11 am","You don't need to duplicate citations here. You can eliminate the sentence ""A number of previous studies..."" and jump straight to talking about those studies.","\subsection{Linear Attention and Gated DeltaNet}
The use of linear or",,9788
77,6a33fcab87496cf05d0b1f19,1,Ty Boy,"18 June, 10:17 am",got rid of that sentence,,,
78,6a33fdcb34ed05fee4df67c1,0,jason.blocklove,"18 June, 7:16 am","""This research"" is a bit vague on whether you're referring to the paper you just referenced or your own work. Try to keep too much of what y'all did out of the related works and more in the following sections",this research,"A key distinction of this research is the integration of persistent-state dataflow with microscaled 4-bit floating-point (MXFP4) arithmetic. The intent of the overall design is not to accelerate all layers of a large language model (LLM), but rather to isolate the memory and arithmetic behavior related to updating the recurrent state within a single Gated DeltaNet decode layer.",11421
79,6a33feb7537013d3d71a3455,0,jason.blocklove,"18 June, 7:20 am",Expand this whole section a bit. Talk about how you came up with this and why its the focus. What led you to formulate the problem particularly like this? Did you consider any other formulations?,"\section{Problem Formulation and Workload Definition}
This study focuses on processing one batch-one Gated DeltaNet decode layer during autoregressive inference. The accelerator processes one token at a time and updates a static recurrent state after each token. The default model configuration uses 32 attention heads with a head size of 128. For each generated token, the kernel receives a query vector, key vector, value vector, beta parameter, and output gate. These input vectors are used to access the prior recurrent state, compute the delta-rule update, store the updated state back into on-chip memory, and generate the gated output vector.","\section{Problem Formulation and Workload Definition}
This study focuses on processing one batch-one Gated DeltaNet decode layer during autoregressive inference. The accelerator processes one token at a time and updates a static recurrent state after each token. The default model configuration uses 32 attention heads with a head size of 128. For each generated token, the kernel receives a query vector, key vector, value vector, beta parameter, and output gate. These input vectors are used to access the prior recurrent state, compute the delta-rule update, store the updated state back into on-chip memory, and generate the gated output vector.",12867
80,6a33fef334ed05fee4df6848,0,jason.blocklove,"18 June, 7:21 am","I appreciate you trying to make the figure physically smaller, but now the text is a bit too small. It's fine for it to be a 2-column figure, there's just a lot of whitespace in the figure itself that should be compressed.","\begin{figure}[t]
\centering
\includegraphics[width=\linewidth]{mxfp4_gdn_datapath_paper_fit.png}
\caption{Overview of the proposed native MXFP4 persistent-state Gated DeltaNet decode datapath. Token inputs are packed into MXFP4 blocks, the recurrent state remains resident in on-chip BRAM/URAM, and native E2M1 LUT multiplication with block-scale alignment and fixed-point accumulation is reused across prediction, state update, and output generation.}
\label{fig:mxfp4_gdn_datapath}
\end{figure}","\begin{figure}[t]
\centering
\includegraphics[width=\linewidth]{mxfp4_gdn_datapath_paper_fit.png}
\caption{Overview of the proposed native MXFP4 persistent-state Gated DeltaNet decode datapath. Token inputs are packed into MXFP4 blocks, the recurrent state remains resident in on-chip BRAM/URAM, and native E2M1 LUT multiplication with block-scale alignment and fixed-point accumulation is reused across prediction, state update, and output generation.}
\label{fig:mxfp4_gdn_datapath}
\end{figure}",13859
81,6a33ff3a537013d3d71a349a,0,jason.blocklove,"18 June, 7:22 am",But why? Why is it architected this way? What benefit does this datapath provide? Did you consider alternative architectures?,"Figure~\ref{fig:mxfp4_gdn_datapath} summarizes the proposed native MXFP4 persistent-state Gated DeltaNet decode datapath. The upper portion shows the token-level recurrent-state path, while the lower portion isolates the native MXFP4 arithmetic reused during prediction, state update, and output generation.","\section{Hardware Architecture}
Figure~\ref{fig:mxfp4_gdn_datapath} summarizes the proposed native MXFP4 persistent-state Gated DeltaNet decode datapath. The upper portion shows the token-level recurrent-state path, while the lower portion isolates the native MXFP4 arithmetic reused during prediction, state update, and output generation.",13550
82,6a34013034ed05fee4df6970,0,jason.blocklove,"18 June, 7:31 am","This is really good! You might want to consider putting this whole thing into a algorithm rather than a series of one-line equations, but either way I think it reads well and is quite clear","Every decode step uses the current key and value to update the recurrent-state. First, the prior state is multiplied by the key vector to create a prediction based on delta-rule dynamics \cite{b3}:
\begin{equation}
r_t = S_{t-1} k_t
\end{equation}

The prediction is what the prior state already holds for the upcoming key. The hardware performs a comparison between the prediction and the new value vector:
\begin{equation}
e_t = r_t - v_t
\end{equation}

The error ($e_t$) is created due to a difference between what was stored by the prior state and what information is presented by the new token. This error is scaled by the beta input and is used to update the state:
\begin{equation}
S_t = S_{t-1} - \beta_t e_t k_t^T
\end{equation}

This state update is a rank-one update. It changes the state by applying both the direction of the key and the error against the value.

Following the recurrent state update, the design utilizes the query vector and the recurrent state to produce the intermediate output vector:
\begin{equation}
o_t = S_t q_t","\subsection{Gated DeltaNet Update Path}
Every decode step uses the current key and value to update the recurrent-state. First, the prior state is multiplied by the key vector to create a prediction based on delta-rule dynamics \cite{b3}:
\begin{equation}
r_t = S_{t-1} k_t
\end{equation}",16476
83,6a3406c3dc32bf2129206182,0,jason.blocklove,"18 June, 7:54 am",Since you wrote this with HLS you need to address any sort of HLS-specific design choices you made. Did you have to/choose to use any pragmas to impact the synthesis results?,Vitis HLS,"\subsection{Experimental Setup}
The proposed accelerator is evaluated as a simulation-only FPGA design targeting the AMD Alveo U55C platform. The target device is the Xilinx \texttt{xcu55c-fsvh2892-2L-e}, and the design is synthesized using Vitis HLS with a target clock period of 4 ns, corresponding to 250 MHz. Post-synthesis and post-implementation reports are generated through the Xilinx FPGA tool flow to estimate timing, resource utilization, and power.",25378
84,6a340744dc32bf21292061c0,0,jason.blocklove,"18 June, 7:57 am",This would actually probably be the right place to address your HLS design choices and pragama selection,"HLS C synthesis estimates latency, initiation interval, and initial resource mapping. The synthesis reports are analyzed to confirm that the native E2M1 multiply primitive maps to LUT logic rather than DSP blocks.","\subsection{Simulation and Synthesis Flow}
The evaluation uses a hierarchical verification flow based on the Xilinx Vitis HLS toolchain. First, HLS C simulation verifies functional correctness against the quantized MXFP4 software reference. Second, HLS C synthesis estimates latency, initiation interval, and initial resource mapping. The synthesis reports are analyzed to confirm that the native E2M1 multiply primitive maps to LUT logic rather than DSP blocks.",28494
85,6a3407b9537013d3d71a38a7,0,jason.blocklove,"18 June, 7:59 am","Did you guys do anything to estimate dynamic power consumption during runtime, or just use the total value that Vivado reports?",total power consumption,"Third, RTL cosimulation verifies the generated RTL behavior over multiple autoregressive decode steps, confirming that the persistent recurrent state updates in place without requiring repeated off-chip recurrent-state traffic. Finally, post-implementation Vivado reports provide the authoritative estimates for timing closure, total power consumption, and resource utilization. The final utilization metrics report LUTs, BRAM, URAM where applicable, and DSP usage.",29037
86,6a340e24537013d3d71a3b4a,0,jason.blocklove,"18 June, 8:26 am","I was recommending last night that you replace a lot of this prose with the table, not add the table to repeat the same data. The table contains the numbers, the prose should highlight particularly important ones and offer explanations for those values, not just say the same thing in a different format","The base MXFP4 persistent-state design achieved an RTL cosimulated latency of 51.472 microseconds per token and used 8.976 W of Vivado-estimated post-implementation on-chip power. Comparing it with the referenced H100 baseline, the MXFP4 design provided a 5.537$\times$ increase in performance and a 216.011$\times$ gain in terms of energy efficiency compared to the referenced H100 baseline \cite{b1,b4}. Comparing it with the referenced FPGA baseline, the design had a 1.228$\times$ increase in performance and a 20.562$\times$ gain in energy efficiency relative to the referenced FPGA energy upper bound.","\subsection{Latency and Energy}
The base MXFP4 persistent-state design achieved an RTL cosimulated latency of 51.472 microseconds per token and used 8.976 W of Vivado-estimated post-implementation on-chip power. Comparing it with the referenced H100 baseline, the MXFP4 design provided a 5.537$\times$ increase in performance and a 216.011$\times$ gain in terms of energy efficiency compared to the referenced H100 baseline \cite{b1,b4}. Comparing it with the referenced FPGA baseline, the design had a 1.228$\times$ increase in performance and a 20.562$\times$ gain in energy efficiency relative to the referenced FPGA energy upper bound.",32132
87,6a340e956572004fe08a985e,0,jason.blocklove,"18 June, 8:28 am","Same as what I said above. The table shows the data, the prose around it should explain those data and provide context for the numbers","The design met the timing target on the Alveo U55C FPGA. HLS C-synthesis estimated a maximum clock frequency of 342.47 MHz, and Vivado reported that the implementation had 0.065 nanoseconds (ns) of positive timing slack. Resource usage remained relatively low; LUT utilization was at 6.64\%, BRAM utilization was at 3.67\%, and DSP utilization was at 7.27\%. The reported DSP usage is top-level/non-MAC logic; the E2M1 primitive evidence reports no DSP pragma in the MAC source. All C-simulation passes were completed for all 64 vectors, and C/RTL cosimulation ran for 128 tokens with a total number of RTL cosimulated cycles equal to 12,868 cycles.","\subsection{Timing and Resource Utilization}
The design met the timing target on the Alveo U55C FPGA. HLS C-synthesis estimated a maximum clock frequency of 342.47 MHz, and Vivado reported that the implementation had 0.065 nanoseconds (ns) of positive timing slack. Resource usage remained relatively low; LUT utilization was at 6.64\%, BRAM utilization was at 3.67\%, and DSP utilization was at 7.27\%. The reported DSP usage is top-level/non-MAC logic; the E2M1 primitive evidence reports no DSP pragma in the MAC source. All C-simulation passes were completed for all 64 vectors, and C/RTL cosimulation ran for 128 tokens with a total number of RTL cosimulated cycles equal to 12,868 cycles.",34624
88,6a340f28dc32bf2129206501,0,jason.blocklove,"18 June, 8:30 am","I'm confused what citations you need here to report your results. Maybe one for a reference to what cosine similarity is, but your results don't come from these papers so why are they here?","Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.","\subsection{Synthetic Numerical Fidelity}
Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.",35801
89,6a34146987496cf05d0b2a61,0,jason.blocklove,"18 June, 8:53 am","This is good, but what does it ultimately mean? What do these data tell us about your design compared to others?","The two results demonstrate that MXFP4 is always the native four-bit arithmetic path and MXFP8 recurrent state will always be a safer fallback when accumulation of recurrent-state drift becomes the limiting factor in terms of accuracy \cite{b3,b10,b12}.","\subsection{Recurrent-State Stress}
In addition, the new recurrent-state stress data provides clarity on the limitations of the current synthetic data. For a synthetic stress test on 1024 tokens, MXFP4 recurrent state produced an output cosine similarity of 0.643 and a final state relative L2 error of 0.865. In comparison, MXFP8 recurrent state produced an output cosine similarity of 0.933 and a final state relative L2 error of 0.344 \cite{b10,b12}. The two results demonstrate that MXFP4 is always the native four-bit arithmetic path and MXFP8 recurrent state will always be a safer fallback when accumulation of recurrent-state drift becomes the limiting factor in terms of accuracy \cite{b3,b10,b12}.",37334
90,6a3415f634ed05fee4df72cd,0,jason.blocklove,"18 June, 8:59 am",Is there a reason you didn't do your tests with larger parallelism values? Address this shortcoming here.,"Such logic architecture can place pressure on FPGA interconnect as the design scales, increasing wire length and potentially reducing timing margin. Possible ways to address this problem include floorplanning related logic into pblocks, retiming, and reevaluating the parallelism ratio relative to throughput \cite{b10}.","\subsection{LUT Routing Congestion}
The LUT-based E2M1 multiply primitive is compact in area, but a full neural layer can instantiate many parallel multiply paths. The evaluated parallelism point uses $P_K=16$ and $P_V=8$, which creates many routes from 6-input lookup tables into the surrounding accumulation and alignment logic. Such logic architecture can place pressure on FPGA interconnect as the design scales, increasing wire length and potentially reducing timing margin. Possible ways to address this problem include floorplanning related logic into pblocks, retiming, and reevaluating the parallelism ratio relative to throughput \cite{b10}.",41620
91,6a341638537013d3d71a3ec2,0,jason.blocklove,"18 June, 9:00 am",Could you not have added pragmas or compiler directives to prevent this? you need to address why your work didn't do things that you've already identified as issues,Future revisions can further constrain adders and accumulators to fabric implementations using HLS binding directives and compare those resource results against the current implementation.,"\subsection{The ``Stubborn Compiler'' Threat (HLS DSP Inference)}
The MXFP4 datapath code is written in C++ and implemented through Vitis HLS. The intended architectural point is that the FP4 element multiply primitive is implemented using lookup tables rather than DSP48E2 blocks. The current post-implementation results show that the full design still uses some DSP resources because wider fixed-point operations outside the native E2M1 multiply primitive can be inferred by HLS. Therefore, the correct claim is not that the entire implementation is DSP-free, but that the FP4 element multiply itself is LUT-based. Future revisions can further constrain adders and accumulators to fabric implementations using HLS binding directives and compare those resource results against the current implementation.",42559
92,6a34179f6572004fe08a9c24,0,jason.blocklove,"18 June, 9:06 am",Shorten this up. Give some ideas of where this can be continued without so explicitly laying out potential next steps. Should be at most 3-4 sentences.,"A number of enhancements are necessary before using this design to make strong full-model assertions. First, an accurate Qwen3-Next layer activation-capture mechanism is required. The current fidelity results are based on deterministic synthetic vectors that do not fully represent the layer activation distribution of a real model. Once accurate Qwen3-Next activation captures are available, the MXFP4 datapath can be evaluated against realistic tensor distributions.

Second, a full perplexity evaluation is needed to relate numerical similarity to model quality. Output cosine similarity is useful for debugging and early quantization analysis, but it does not replace perplexity or downstream task evaluation. A future version of this work should therefore report perplexity on a standard benchmark dataset.

Third, future work should further constrain non-FP4 arithmetic mapping. Although the FP4 element multiply is LUT-based, wider fixed-point operations can still be mapped onto DSP blocks by HLS. A follow-up implementation should test stricter HLS binding directives for adders and accumulators and compare timing, area, and power against the current implementation.

Finally, the design should be evaluated on physical FPGA hardware. Board-level measurements would allow comparison between Vivado-estimated power and actual power consumption. They would also expose runtime overheads that are not captured by the current simulation flow.","\section{Future Work}
A number of enhancements are necessary before using this design to make strong full-model assertions. First, an accurate Qwen3-Next layer activation-capture mechanism is required. The current fidelity results are based on deterministic synthetic vectors that do not fully represent the layer activation distribution of a real model. Once accurate Qwen3-Next activation captures are available, the MXFP4 datapath can be evaluated against realistic tensor distributions.",43714
93,6a3417b734ed05fee4df7361,0,jason.blocklove,"18 June, 9:07 am",Consistency,,,-1
94,6a33db0434ed05fee4df5807,0,jason.blocklove,"18 June, 4:48 am","In IEEE papers, citations are done based on the order they're used. So in the paper you currently use b2 before b1, which means the first citation to show up in your work is [2]. I'd recommend making a bibtex file with your references and then the citations will just magically sort themselves properly",,,-1
