source_index,thread_id,reply_number,reviewer,date,comment_text,highlighted_text,context,char_position,raw_workbook_rows,source_cell,legacy_topic_ids,concern,required_action,paper_section,status
51,6a340e24537013d3d71a3b4a,0,jason.blocklove,"18 June, 8:26 am","I was recommending last night that you replace a lot of this prose with the table, not add the table to repeat the same data. The table contains the numbers, the prose should highlight particularly important ones and offer explanations for those values, not just say the same thing in a different format","The base MXFP4 persistent-state design achieved an RTL cosimulated latency of 51.472 microseconds per token and used 8.976 W of Vivado-estimated post-implementation on-chip power. Comparing it with the referenced H100 baseline, the MXFP4 design provided a 5.537$\times$ increase in performance and a 216.011$\times$ gain in terms of energy efficiency compared to the referenced H100 baseline \cite{b1,b4}. Comparing it with the referenced FPGA baseline, the design had a 1.228$\times$ increase in performance and a 20.562$\times$ gain in energy efficiency relative to the referenced FPGA energy upper bound.","\subsection{Latency and Energy}
The base MXFP4 persistent-state design achieved an RTL cosimulated latency of 51.472 microseconds per token and used 8.976 W of Vivado-estimated post-implementation on-chip power. Comparing it with the referenced H100 baseline, the MXFP4 design provided a 5.537$\times$ increase in performance and a 216.011$\times$ gain in terms of energy efficiency compared to the referenced H100 baseline \cite{b1,b4}. Comparing it with the referenced FPGA baseline, the design had a 1.228$\times$ increase in performance and a 20.562$\times$ gain in energy efficiency relative to the referenced FPGA energy upper bound.",32132,55;86,Comments!E55,Legacy-51,"I was recommending last night that you replace a lot of this prose with the table, not add the table to repeat the same data. The table contains the numbers, the prose should highlight particularly important ones and offer explanations for those values, not just say the same thing in a different format [highlighted: ""The base MXFP4 persistent-state design achieved an RTL cosimulated latency of 51.472 microseconds per token and used 8.976 W of Vivado-estimated post-implementation on-chip power. Comparing it with the referenced H100 baseline, the MXFP4 design provided a 5.537$\times$ increase in performance and a 216.011$\times$ gain in terms of energy efficiency compared to the referenced H100 baseline \cite{b1,b4}. Comparing it with the referenced FPGA baseline, the design had a 1.228$\times$ increase in performance and a 20.562$\times$ gain in energy efficiency relative to the referenced FPGA energy upper bound.""]",Interpret causes and uncertainty without duplicating cells.,Results,NOT_RUN
52,6a340e956572004fe08a985e,0,jason.blocklove,"18 June, 8:28 am","Same as what I said above. The table shows the data, the prose around it should explain those data and provide context for the numbers","The design met the timing target on the Alveo U55C FPGA. HLS C-synthesis estimated a maximum clock frequency of 342.47 MHz, and Vivado reported that the implementation had 0.065 nanoseconds (ns) of positive timing slack. Resource usage remained relatively low; LUT utilization was at 6.64\%, BRAM utilization was at 3.67\%, and DSP utilization was at 7.27\%. The reported DSP usage is top-level/non-MAC logic; the E2M1 primitive evidence reports no DSP pragma in the MAC source. All C-simulation passes were completed for all 64 vectors, and C/RTL cosimulation ran for 128 tokens with a total number of RTL cosimulated cycles equal to 12,868 cycles.","\subsection{Timing and Resource Utilization}
The design met the timing target on the Alveo U55C FPGA. HLS C-synthesis estimated a maximum clock frequency of 342.47 MHz, and Vivado reported that the implementation had 0.065 nanoseconds (ns) of positive timing slack. Resource usage remained relatively low; LUT utilization was at 6.64\%, BRAM utilization was at 3.67\%, and DSP utilization was at 7.27\%. The reported DSP usage is top-level/non-MAC logic; the E2M1 primitive evidence reports no DSP pragma in the MAC source. All C-simulation passes were completed for all 64 vectors, and C/RTL cosimulation ran for 128 tokens with a total number of RTL cosimulated cycles equal to 12,868 cycles.",34624,56;87,Comments!E56,Legacy-52,"Same as what I said above. The table shows the data, the prose around it should explain those data and provide context for the numbers [highlighted: ""The design met the timing target on the Alveo U55C FPGA. HLS C-synthesis estimated a maximum clock frequency of 342.47 MHz, and Vivado reported that the implementation had 0.065 nanoseconds (ns) of positive timing slack. Resource usage remained relatively low; LUT utilization was at 6.64\%, BRAM utilization was at 3.67\%, and DSP utilization was at 7.27\%. The reported DSP usage is top-level/non-MAC logic; the E2M1 primitive evidence reports no DSP pragma in the MAC source. All C-simulation passes were completed for all 64 vectors, and C/RTL cosimulation ran for 128 tokens with a total number of RTL cosimulated cycles equal to 12,868 cycles.""]",Discuss only the important tradeoffs and caveats.,Results,NOT_RUN
53,6a340e9e537013d3d71a3b86,0,jason.blocklove,"18 June, 8:28 am",Not referenced anywhere,"\begin{table}[h]
\centering
\caption{Post-implementation timing and resource utilization on the Alveo U55C.}
\label{tab:resource_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Metric & Result \\
\midrule
HLS estimated Fmax & 342.47 MHz \\
Post-implementation slack & 0.065 ns \\
LUT utilization & 6.64\% \\
DSP utilization & 7.27\% \\
BRAM utilization & 3.67\% \\","\begin{table}[h]
\centering
\caption{Post-implementation timing and resource utilization on the Alveo U55C.}
\label{tab:resource_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Metric & Result \\
\midrule
HLS estimated Fmax & 342.47 MHz \\
Post-implementation slack & 0.065 ns \\
LUT utilization & 6.64\% \\
DSP utilization & 7.27\% \\
BRAM utilization & 3.67\% \\
\bottomrule
\end{tabularx}
\end{table}",35275,57,Comments!E57,Legacy-53,"Not referenced anywhere [highlighted: ""\begin{table}[h]
\centering
\caption{Post-implementation timing and resource utilization on the Alveo U55C.}
\label{tab:resource_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Metric & Result \\
\midrule
HLS estimated Fmax & 342.47 MHz \\
Post-implementation slack & 0.065 ns \\
LUT utilization & 6.64\% \\
DSP utilization & 7.27\% \\
BRAM utilization & 3.67\% \\""]",Reference regenerated post-route physical resource data.,Results,NOT_RUN
54,6a340ec5dc32bf21292064cf,0,jason.blocklove,"18 June, 8:29 am","This should go in your limitations/threats to validity, not your results","Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}.","\subsection{Synthetic Numerical Fidelity}
Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.",35882,58,Comments!E58,Legacy-54,"This should go in your limitations/threats to validity, not your results [highlighted: ""Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}.""]",Keep offline-capture limits separate from actual results.,Limitations,NOT_RUN
55,6a340ef1537013d3d71a3ba5,0,jason.blocklove,"18 June, 8:29 am",Not referenced,"\begin{table}[h]
\centering
\caption{Synthetic output cosine similarity for INT4 and MXFP4 configurations.}
\label{tab:accuracy_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Configuration & Output cosine similarity \\
\midrule
INT4 fallback & 0.966696 \\
MXFP4, $B=32$ & 0.981823 \\
MXFP4, $B=16$ & 0.982292 \\
\bottomrule
\end{tabularx}
\end{table}","\begin{table}[h]
\centering
\caption{Synthetic output cosine similarity for INT4 and MXFP4 configurations.}
\label{tab:accuracy_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Configuration & Output cosine similarity \\
\midrule
INT4 fallback & 0.966696 \\
MXFP4, $B=32$ & 0.981823 \\
MXFP4, $B=16$ & 0.982292 \\
\bottomrule
\end{tabularx}
\end{table}",36448,59,Comments!E59,Legacy-55,"Not referenced [highlighted: ""\begin{table}[h]
\centering
\caption{Synthetic output cosine similarity for INT4 and MXFP4 configurations.}
\label{tab:accuracy_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xc}
\toprule
Configuration & Output cosine similarity \\
\midrule
INT4 fallback & 0.966696 \\
MXFP4, $B=32$ & 0.981823 \\
MXFP4, $B=16$ & 0.982292 \\
\bottomrule
\end{tabularx}
\end{table}""]",Reference only validated synthetic and closed-loop quality tables.,Results,NOT_RUN
56,6a340f28dc32bf2129206501,0,jason.blocklove,"18 June, 8:30 am","I'm confused what citations you need here to report your results. Maybe one for a reference to what cosine similarity is, but your results don't come from these papers so why are they here?","Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.","\subsection{Synthetic Numerical Fidelity}
Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.",35801,60;88,Comments!E60,Legacy-56,"I'm confused what citations you need here to report your results. Maybe one for a reference to what cosine similarity is, but your results don't come from these papers so why are they here? [highlighted: ""Current numerical-quality results must be viewed as only being used as evidence. Given that realistic Qwen3-Next activation capture is still blocked by dependencies, this version of the manuscript cannot claim final Qwen3-Next perplexity or overall model quality \cite{b3,b6,b8,b9,b11}. Based upon the deterministic synthetic test harness, MXFP4 performs better than the INT4 fallback in preserving the direction of outputs. Specifically, INT4 reached an output cosine similarity of 0.967, whereas MXFP4 reached an output cosine similarity of 0.982 for block size = 32 and an output cosine similarity of 0.982 for block size = 16 \cite{b10,b12}.""]","Cite methods/background, not locally generated numeric values.",Results,NOT_RUN
57,6a34143d34ed05fee4df720b,0,jason.blocklove,"18 June, 8:52 am",Not referenced,"\begin{table}[h]
\centering
\caption{Synthetic recurrent-state stress evidence.}
\label{tab:state_stress_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Synthetic test & MXFP4 state & MXFP8 state \\
\midrule
1024-token final output cosine & 0.643 & 0.933 \\
1024-token final state rel. L2 & 0.865 & 0.344 \\
256-token boundary output cosine & 0.747 & 0.945 \\
Combined-stress worst output cosine & 0.928 & 0.935 \\
Outlier-stress worst output cosine & 0.968 & 0.973 \\
\bottomrule
\end{tabularx}
\end{table}","\begin{table}[h]
\centering
\caption{Synthetic recurrent-state stress evidence.}
\label{tab:state_stress_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Synthetic test & MXFP4 state & MXFP8 state \\
\midrule
1024-token final output cosine & 0.643 & 0.933 \\
1024-token final state rel. L2 & 0.865 & 0.344 \\
256-token boundary output cosine & 0.747 & 0.945 \\
Combined-stress worst output cosine & 0.928 & 0.935 \\
Outlier-stress worst output cosine & 0.968 & 0.973 \\
\bottomrule
\end{tabularx}
\end{table}",37589,61,Comments!E61,Legacy-57,"Not referenced [highlighted: ""\begin{table}[h]
\centering
\caption{Synthetic recurrent-state stress evidence.}
\label{tab:state_stress_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xcc}
\toprule
Synthetic test & MXFP4 state & MXFP8 state \\
\midrule
1024-token final output cosine & 0.643 & 0.933 \\
1024-token final state rel. L2 & 0.865 & 0.344 \\
256-token boundary output cosine & 0.747 & 0.945 \\
Combined-stress worst output cosine & 0.928 & 0.935 \\
Outlier-stress worst output cosine & 0.968 & 0.973 \\
\bottomrule
\end{tabularx}
\end{table}""]",Reference regenerated 64-8192 token results with uncertainty.,Results,NOT_RUN
58,6a34146987496cf05d0b2a61,0,jason.blocklove,"18 June, 8:53 am","This is good, but what does it ultimately mean? What do these data tell us about your design compared to others?","The two results demonstrate that MXFP4 is always the native four-bit arithmetic path and MXFP8 recurrent state will always be a safer fallback when accumulation of recurrent-state drift becomes the limiting factor in terms of accuracy \cite{b3,b10,b12}.","\subsection{Recurrent-State Stress}
In addition, the new recurrent-state stress data provides clarity on the limitations of the current synthetic data. For a synthetic stress test on 1024 tokens, MXFP4 recurrent state produced an output cosine similarity of 0.643 and a final state relative L2 error of 0.865. In comparison, MXFP8 recurrent state produced an output cosine similarity of 0.933 and a final state relative L2 error of 0.344 \cite{b10,b12}. The two results demonstrate that MXFP4 is always the native four-bit arithmetic path and MXFP8 recurrent state will always be a safer fallback when accumulation of recurrent-state drift becomes the limiting factor in terms of accuracy \cite{b3,b10,b12}.",37334,62;89,Comments!E62,Legacy-58,"This is good, but what does it ultimately mean? What do these data tell us about your design compared to others? [highlighted: ""The two results demonstrate that MXFP4 is always the native four-bit arithmetic path and MXFP8 recurrent state will always be a safer fallback when accumulation of recurrent-state drift becomes the limiting factor in terms of accuracy \cite{b3,b10,b12}.""]",Explain observed drift and fallback tradeoff without universal claims.,Results,NOT_RUN
59,6a34152087496cf05d0b2aa7,0,jason.blocklove,"18 June, 8:56 am",Not referenced,"\begin{table}[h]
\centering
\caption{Recurrent-state storage and off-chip traffic accounting for MXFP4 $B=32$.}
\label{tab:state_traffic_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xr}
\toprule
Metric & Value \\
\midrule
MXFP4 $B=32$ recurrent-state storage & 278528 bytes \\
Reduction vs FP32 & 86.719\% \\
Reduction vs BF16 & 73.438\% \\
Naive three-pass off-chip state traffic & 835584 bytes/token \\
Persistent steady-state off-chip state traffic & 0 bytes/token \\
\bottomrule
\end{tabularx}
\end{table}","\begin{table}[h]
\centering
\caption{Recurrent-state storage and off-chip traffic accounting for MXFP4 $B=32$.}
\label{tab:state_traffic_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xr}
\toprule
Metric & Value \\
\midrule
MXFP4 $B=32$ recurrent-state storage & 278528 bytes \\
Reduction vs FP32 & 86.719\% \\
Reduction vs BF16 & 73.438\% \\
Naive three-pass off-chip state traffic & 835584 bytes/token \\
Persistent steady-state off-chip state traffic & 0 bytes/token \\
\bottomrule
\end{tabularx}
\end{table}",38757,63,Comments!E63,Legacy-59,"Not referenced [highlighted: ""\begin{table}[h]
\centering
\caption{Recurrent-state storage and off-chip traffic accounting for MXFP4 $B=32$.}
\label{tab:state_traffic_results}
\footnotesize
\renewcommand{\arraystretch}{1.0}
\setlength{\tabcolsep}{6pt}
\begin{tabularx}{\linewidth}{Xr}
\toprule
Metric & Value \\
\midrule
MXFP4 $B=32$ recurrent-state storage & 278528 bytes \\
Reduction vs FP32 & 86.719\% \\
Reduction vs BF16 & 73.438\% \\
Naive three-pass off-chip state traffic & 835584 bytes/token \\
Persistent steady-state off-chip state traffic & 0 bytes/token \\
\bottomrule
\end{tabularx}
\end{table}""]",Reference matched physical storage and measured traffic.,Results,NOT_RUN
60,6a34155687496cf05d0b2abd,0,jason.blocklove,"18 June, 8:57 am",Consistency,Xilinx ,"\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",40516,64,Comments!E64,Legacy-44,"Consistency [highlighted: ""Xilinx ""]",Use a single historically and technically accurate device/tool naming convention.,All,NOT_RUN
61,6a3415786572004fe08a9b69,0,jason.blocklove,"18 June, 8:57 am",Define,HBM,"\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",40744,65,Comments!E65,Legacy-60,"Define [highlighted: ""HBM""]",Expand high-bandwidth memory at first use.,Limitations,NOT_RUN
62,6a3415976572004fe08a9b77,0,jason.blocklove,"18 June, 8:58 am",Move this to future work,"Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.","\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",41097,66,Comments!E66,Legacy-61,"Move this to future work [highlighted: ""Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.""]",Keep unimplemented hierarchy experiments out of results.,Future Work,NOT_RUN
63,6a3415b76572004fe08a9b80,0,jason.blocklove,"18 June, 8:58 am",What bounds would cause this to happen? What in the data suggests this will occur and when?,"Consequently, DRAM bandwidth limitations may appear again,","\subsection{Scalability and BRAM Capacity Ceiling}
The current existing architecture has been created to be optimal for processing tasks in the single-layer single-token inference batch size one configuration. This approach can help maximize on-chip data locality and reduce repeated recurrent-state movement through external memory. Although this configuration works for the evaluated design point, the main scaling restriction is connected with the limited on-chip memory capacity of the Xilinx Alveo U55C FPGA. For larger recurrent state tensors, larger batch sizes, or expanded model configurations, the amount of memory required by the algorithm may become greater than the on-chip SRAM capacity, making off-chip HBM use necessary. Consequently, DRAM bandwidth limitations may appear again, a bottleneck extensively documented in large-batch LLM serving systems \cite{b1,b4,b7}. The memory-bound nature of autoregressive decode, in which each generated token requires access to model state, makes bandwidth a dominant constraint at increasing batch sizes \cite{b5}. Further research may evaluate tiling and buffer hierarchies across BRAM, URAM, and HBM, a direction also identified in persistent-state FPGA dataflow designs for linear attention \cite{b10}.",40763,67,Comments!E67,Legacy-62,"What bounds would cause this to happen? What in the data suggests this will occur and when? [highlighted: ""Consequently, DRAM bandwidth limitations may appear again,""]","State which state, batch, beam, and cache growth exceeds physical allocation.",Scalability,NOT_RUN
64,6a3415f634ed05fee4df72cd,0,jason.blocklove,"18 June, 8:59 am",Is there a reason you didn't do your tests with larger parallelism values? Address this shortcoming here.,"Such logic architecture can place pressure on FPGA interconnect as the design scales, increasing wire length and potentially reducing timing margin. Possible ways to address this problem include floorplanning related logic into pblocks, retiming, and reevaluating the parallelism ratio relative to throughput \cite{b10}.","\subsection{LUT Routing Congestion}
The LUT-based E2M1 multiply primitive is compact in area, but a full neural layer can instantiate many parallel multiply paths. The evaluated parallelism point uses $P_K=16$ and $P_V=8$, which creates many routes from 6-input lookup tables into the surrounding accumulation and alignment logic. Such logic architecture can place pressure on FPGA interconnect as the design scales, increasing wire length and potentially reducing timing margin. Possible ways to address this problem include floorplanning related logic into pblocks, retiming, and reevaluating the parallelism ratio relative to throughput \cite{b10}.",41620,68;90,Comments!E68,Legacy-63,"Is there a reason you didn't do your tests with larger parallelism values? Address this shortcoming here. [highlighted: ""Such logic architecture can place pressure on FPGA interconnect as the design scales, increasing wire length and potentially reducing timing margin. Possible ways to address this problem include floorplanning related logic into pblocks, retiming, and reevaluating the parallelism ratio relative to throughput \cite{b10}.""]",Regenerate the sweep for the corrected design before reporting it.,Results,NOT_RUN
65,6a341638537013d3d71a3ec2,0,jason.blocklove,"18 June, 9:00 am",Could you not have added pragmas or compiler directives to prevent this? you need to address why your work didn't do things that you've already identified as issues,Future revisions can further constrain adders and accumulators to fabric implementations using HLS binding directives and compare those resource results against the current implementation.,"\subsection{The ``Stubborn Compiler'' Threat (HLS DSP Inference)}
The MXFP4 datapath code is written in C++ and implemented through Vitis HLS. The intended architectural point is that the FP4 element multiply primitive is implemented using lookup tables rather than DSP48E2 blocks. The current post-implementation results show that the full design still uses some DSP resources because wider fixed-point operations outside the native E2M1 multiply primitive can be inferred by HLS. Therefore, the correct claim is not that the entire implementation is DSP-free, but that the FP4 element multiply itself is LUT-based. Future revisions can further constrain adders and accumulators to fabric implementations using HLS binding directives and compare those resource results against the current implementation.",42559,69;91,Comments!E69,Legacy-64,"Could you not have added pragmas or compiler directives to prevent this? you need to address why your work didn't do things that you've already identified as issues [highlighted: ""Future revisions can further constrain adders and accumulators to fabric implementations using HLS binding directives and compare those resource results against the current implementation.""]",Claim LUT mapping only for proven FP4 element multiply and report all DSP use.,Implementation,NOT_RUN
66,6a34179f6572004fe08a9c24,0,jason.blocklove,"18 June, 9:06 am",Shorten this up. Give some ideas of where this can be continued without so explicitly laying out potential next steps. Should be at most 3-4 sentences.,"A number of enhancements are necessary before using this design to make strong full-model assertions. First, an accurate Qwen3-Next layer activation-capture mechanism is required. The current fidelity results are based on deterministic synthetic vectors that do not fully represent the layer activation distribution of a real model. Once accurate Qwen3-Next activation captures are available, the MXFP4 datapath can be evaluated against realistic tensor distributions.

Second, a full perplexity evaluation is needed to relate numerical similarity to model quality. Output cosine similarity is useful for debugging and early quantization analysis, but it does not replace perplexity or downstream task evaluation. A future version of this work should therefore report perplexity on a standard benchmark dataset.

Third, future work should further constrain non-FP4 arithmetic mapping. Although the FP4 element multiply is LUT-based, wider fixed-point operations can still be mapped onto DSP blocks by HLS. A follow-up implementation should test stricter HLS binding directives for adders and accumulators and compare timing, area, and power against the current implementation.

Finally, the design should be evaluated on physical FPGA hardware. Board-level measurements would allow comparison between Vivado-estimated power and actual power consumption. They would also expose runtime overheads that are not captured by the current simulation flow.","\section{Future Work}
A number of enhancements are necessary before using this design to make strong full-model assertions. First, an accurate Qwen3-Next layer activation-capture mechanism is required. The current fidelity results are based on deterministic synthetic vectors that do not fully represent the layer activation distribution of a real model. Once accurate Qwen3-Next activation captures are available, the MXFP4 datapath can be evaluated against realistic tensor distributions.",43714,70;92,Comments!E70,Legacy-65,"Shorten this up. Give some ideas of where this can be continued without so explicitly laying out potential next steps. Should be at most 3-4 sentences. [highlighted: ""A number of enhancements are necessary before using this design to make strong full-model assertions. First, an accurate Qwen3-Next layer activation-capture mechanism is required. The current fidelity results are based on deterministic synthetic vectors that do not fully represent the layer activation distribution of a real model. Once accurate Qwen3-Next activation captures are available, the MXFP4 datapath can be evaluated against realistic tensor distributions.

Second, a full perplexity evaluation is needed to relate numerical similarity to model quality. Output cosine similarity is useful for debugging and early quantization analysis, but it does not replace perplexity or downstream task evaluation. A future version of this work should therefore report perplexity on a standard benchmark dataset.

Third, future work should further constrain non-FP4 arithmetic mapping. Although the FP4 element multiply is LUT-based, wider fixed-point operations can still be mapped onto DSP blocks by HLS. A follow-up implementation should test stricter HLS binding directives for adders and accumulators and compare timing, area, and power against the current implementation.

Finally, the design should be evaluated on physical FPGA hardware. Board-level measurements would allow comparison between Vivado-estimated power and actual power consumption. They would also expose runtime overheads that are not captured by the current simulation flow.""]",Keep a short list of genuinely unexecuted extensions.,Future Work,NOT_RUN
67,6a33db0434ed05fee4df5807,0,jason.blocklove,"18 June, 4:48 am","In IEEE papers, citations are done based on the order they're used. So in the paper you currently use b2 before b1, which means the first citation to show up in your work is [2]. I'd recommend making a bibtex file with your references and then the citations will just magically sort themselves properly",,,-1,72;94,Comments!E72,Legacy-67,"In IEEE papers, citations are done based on the order they're used. So in the paper you currently use b2 before b1, which means the first citation to show up in your work is [2]. I'd recommend making a bibtex file with your references and then the citations will just magically sort themselves properly",Use a validated bibliography and first-use order.,References,NOT_RUN
68,6a3417b734ed05fee4df7361,0,jason.blocklove,"18 June, 9:07 am",Consistency,,,-1,93,Comments!E93,Legacy-66,Consistency,"Standardize ""recurrent state"" and hyphenate only compound adjectives.",All,NOT_RUN
